y,treatment,W1,W2,instruments
1,5.91E-10,16.46529541,1.692,177.3428723
5,5.72E-10,16.54433594,1.692,107.4426077
1,5.36E-10,17.33431396,1.692,48.35848343
2,5.14E-10,16.54012451,1.692,89.37181458
1,4.99E-10,16.24874268,1.692,64.44511414
1,4.61E-10,16.20632324,1.692,75.31716339
2,4.92E-10,16.26921997,1.692,95.64726837
3,5.54E-10,16.60546265,1.692,44.5343541
3,6.37E-10,16.76744995,1.692,30.57092903
2,6.32E-10,16.55501709,1.692,48.27534668
1,5.56E-10,16.13207397,1.692,66.91998001
2,5.99E-10,16.53392944,1.692,26.34769203
1,6.84E-10,16.24120483,1.692,72.49486931
1,6.68E-10,16.66869507,1.692,37.52689362
0,6.08E-10,16.5781189,1.692,54.8443364
5,6.40E-10,16.29537354,1.692,167.1594333
7,7.15E-10,16.09545288,1.692,124.9866486
5,7.06E-10,16.94414673,1.692,102.3449991
4,6.53E-10,16.37603149,1.692,118.4816647
3,6.66E-10,16.19072876,1.692,298.2317157
5,6.41E-10,15.72307739,1.692,228.5999872
3,6.09E-10,16.00124512,1.692,259.8050885
4,5.96E-10,16.22054443,1.692,393.0947497
4,6.51E-10,16.16802368,1.692,209.8781012
2,6.59E-10,15.80483398,1.692,306.4832501
7,6.77E-10,16.28997192,1.692,286.1487195
6,6.77E-10,16.46010742,1.692,262.4418072
2,5.88E-10,16.34533081,1.692,226.9285016
5,5.96E-10,15.73183594,1.692,144.7075937
6,5.75E-10,16.08773193,1.692,78.67927551
4,5.71E-10,16.24233398,1.692,27.32652901
5,5.59E-10,16.13878784,1.692,7.74
4,5.19E-10,16.51696167,1.692,9.656274319
6,5.88E-10,16.04229126,1.692,86.58354767
2,6.83E-10,15.93355713,1.692,33.1785894
6,7.15E-10,17.49450073,1.692,21.99975494
8,7.46E-10,17.00786743,1.692,87.19711304
8,9.97E-10,16.97997437,1.692,76.25002395
5,1.29E-09,17.0515686,1.692,90.48933014
6,1.24E-09,17.10057983,1.692,241.0773084
3,1.45E-09,16.5987793,1.692,223.5880248
7,1.77E-09,17.4059082,1.692,346.6696545
4,1.89E-09,17.58123169,1.692,178.7495233
6,1.93E-09,16.80614624,1.692,292.9877087
4,1.96E-09,16.72911987,1.692,177.4164386
5,1.61E-09,16.61885986,1.692,167.9907706
2,1.41E-09,16.72179565,1.692,207.7865414
5,1.34E-09,17.21068726,1.692,373.9196777
5,8.38E-10,16.8539978,1.692,221.4343451
2,7.45E-10,17.38201294,1.692,31.51886696
6,7.43E-10,17.36617432,1.692,218.2267383
3,6.25E-10,17.08034668,1.692,127.0539377
6,5.82E-10,16.82207642,1.692,200.0316046
3,6.07E-10,16.61327515,1.692,257.1507074
4,5.71E-10,16.70772705,1.692,141.4087582
7,5.34E-10,16.83294067,1.692,82.34743606
7,5.06E-10,16.70903931,1.692,19.53739403
9,4.77E-10,16.97512207,1.692,27.2809172
6,4.63E-10,16.94399414,1.692,64.53781128
10,4.74E-10,16.59371338,1.692,64.0794754
7,4.96E-10,16.61974487,1.692,64.52236176
7,5.25E-10,16.50042114,1.692,55.48291672
5,6.38E-10,16.98201904,1.692,62.10561264
4,8.53E-10,17.07644043,1.692,35.69980385
3,1.04E-09,17.0828186,1.692,96.08279206
4,9.83E-10,17.08681641,1.692,41.16121056
3,8.05E-10,17.17485962,1.692,18.97385479
2,7.00E-10,17.20806274,1.692,70.61462402
5,7.37E-10,17.52959595,1.692,24.29198502
2,7.60E-10,16.55666504,1.692,132.989502
6,7.28E-10,16.49685059,1.692,241.9984058
3,6.86E-10,16.28920898,1.692,127.4159051
4,6.15E-10,16.15117798,1.692,201.5824512
4,5.71E-10,15.6461731,1.692,182.8340717
8,6.08E-10,15.64626465,1.692,295.7597919
2,6.05E-10,16.56295166,1.692,90.04865661
10,5.56E-10,16.53161011,1.692,211.8534274
7,5.88E-10,16.06228027,1.692,298.302345
6,5.98E-10,16.40682373,1.692,210.7903674
4,6.20E-10,16.67202148,1.692,144.8723886
4,6.34E-10,16.60793457,1.692,43.89062393
4,5.75E-10,16.00237427,1.692,108.6999033
5,5.57E-10,16.6960083,1.692,162.1898364
3,5.87E-10,17.08266602,1.692,72.33908661
3,6.14E-10,16.69848022,1.692,36.69776917
7,5.64E-10,16.00127563,1.692,8.05
4,5.28E-10,16.85546265,1.692,8.58
5,5.44E-10,16.96230469,1.692,130.7257745
4,5.03E-10,17.02913818,1.692,71.73655517
11,5.70E-10,16.95528564,1.692,11.08264206
8,7.58E-10,17.0725647,1.692,15.52254078
7,8.69E-10,17.61794434,1.692,204.2107008
10,1.02E-09,17.02599487,1.692,175.0806235
11,1.06E-09,17.83413086,1.692,61.84665207
8,9.31E-10,17.67998657,1.692,203.715954
4,1.48E-09,17.1274353,1.692,94.23179626
4,2.08E-09,17.15953979,1.692,64.29613587
5,2.51E-09,17.49407349,1.692,127.7219485
6,2.97E-09,17.48812256,1.692,124.2848016
2,2.63E-09,17.00054321,1.692,110.7289407
1,1.57E-09,16.58348999,1.692,143.542261
2,1.23E-09,17.16048584,1.692,91.68262482
8,1.46E-09,17.81774292,1.692,93.41444001
5,1.22E-09,17.38988647,1.692,65.6840181
1,8.97E-10,17.52202759,1.692,60.01551636
6,7.17E-10,16.83361206,1.692,136.0981654
8,6.44E-10,16.49837646,1.692,96.73388489
5,6.26E-10,16.37648926,1.692,131.4577963
4,6.38E-10,16.58132324,1.692,117.0801736
5,5.87E-10,17.01049194,1.692,73.62213135
1,5.68E-10,16.27077637,1.692,128.5120871
4,5.13E-10,15.99193726,1.692,90.23257233
7,5.03E-10,16.50353394,1.692,57.55683426
3,5.39E-10,16.09951172,1.692,113.615799
5,5.31E-10,16.78902588,1.692,58.7221669
2,5.77E-10,16.85344849,1.692,16.43921253
1,6.20E-10,17.25359497,1.692,99.92752075
3,7.80E-10,16.55462036,1.692,140.2272318
7,8.64E-10,16.06081543,1.692,255.9324078
5,6.96E-10,16.28566895,1.692,139.0552808
4,6.76E-10,16.54952393,1.692,211.8321039
8,6.94E-10,16.70147095,1.692,152.8840732
8,7.38E-10,16.79854736,1.692,112.6704309
6,7.91E-10,16.2295166,1.692,178.5376355
3,7.27E-10,16.7491394,1.692,173.403988
6,7.11E-10,16.58312378,1.692,105.754194
2,6.87E-10,16.52672729,1.692,241.9277765
5,7.01E-10,16.49926147,1.692,200.0625037
1,7.44E-10,16.45455322,1.692,129.5597076
5,6.91E-10,15.95287476,1.692,173.7321094
1,6.56E-10,15.66088257,1.692,155.470762
4,7.05E-10,16.50911865,1.692,172.744064
7,6.70E-10,16.324823,1.692,156.7773532
2,6.11E-10,16.51601563,1.692,70.96775528
5,6.17E-10,16.73873291,1.692,20.4566407
2,6.65E-10,16.5473877,1.692,151.9107532
2,6.76E-10,15.63985596,1.692,178.8024902
5,NA,26.91988564,1.549,1.252586246
4,2.82E-10,26.70471954,1.549,0.101630248
5,2.53E-10,26.45883942,1.549,3.073322296
7,2.39E-10,26.76111603,1.549,0.276807934
3,1.85E-10,27.05885887,1.549,4.929203033
4,1.67E-10,26.98464775,1.549,0.619356632
3,2.17E-10,26.92938995,1.549,0.402488321
3,2.73E-10,26.93435097,1.549,1.033433437
1,2.73E-10,26.83773232,1.549,3.714409351
2,3.76E-10,26.3471756,1.549,0.108928286
4,4.15E-10,26.61000633,1.549,1.202792645
7,3.44E-10,27.193964,1.549,2.127574205
4,3.52E-10,27.57447052,1.549,7.427213192
8,3.49E-10,27.34849167,1.549,3.592049837
5,3.28E-10,27.66459274,1.549,0.744376242
10,3.18E-10,27.76973534,1.549,4.337491512
5,3.41E-10,27.3788662,1.549,2.092962265
10,4.25E-10,27.35084534,1.549,11.26159954
1,4.69E-10,27.57647514,1.549,9.058018684
3,6.84E-10,28.4751358,1.549,11.90606499
4,7.60E-10,28.98320007,1.549,14.29080963
3,5.03E-10,28.51242447,1.549,47.53588486
4,4.44E-10,27.81065941,1.549,31.05648613
3,4.65E-10,28.26616859,1.549,38.76579666
5,5.03E-10,28.18633842,1.549,31.35076332
2,4.86E-10,28.31887627,1.549,19.33066559
6,4.23E-10,28.02355003,1.549,75.06150818
7,3.75E-10,28.65569878,1.549,17.09710503
4,3.94E-10,28.24410439,1.549,44.32836151
5,4.34E-10,28.398283,1.549,41.53071213
6,4.46E-10,28.14694977,1.549,25.67894745
6,4.37E-10,28.38057899,1.549,48.79253769
5,3.79E-10,28.21742249,1.549,28.91580772
12,4.60E-10,28.46540451,1.549,27.14113426
6,4.96E-10,28.51391029,1.549,59.37031174
9,4.98E-10,28.89430809,1.549,18.67258835
5,5.35E-10,28.16325951,1.549,20.42353439
4,7.06E-10,28.80752945,1.549,41.83289719
5,7.71E-10,28.76411438,1.549,49.51719666
5,6.11E-10,29.09890556,1.549,9.839507103
4,4.95E-10,28.36746597,1.549,14.17549038
3,4.22E-10,27.60227203,1.549,22.6622448
6,4.04E-10,27.98299217,1.549,24.83253479
7,3.60E-10,27.00349998,1.549,42.62670898
6,3.97E-10,27.97050095,1.549,48.20729828
4,3.82E-10,28.33592796,1.549,24.74149323
5,3.35E-10,28.06178856,1.549,21.78649521
4,3.10E-10,28.33134079,1.549,1.210804701
0,2.47E-10,28.12911797,1.549,1.172485471
6,2.60E-10,27.36693382,1.549,0.088186227
7,4.25E-10,26.97575951,1.549,7.453406811
4,4.01E-10,27.5647316,1.549,1.731731176
10,3.06E-10,27.15984917,1.549,0.130648986
15,3.18E-10,27.12257004,1.549,0.066497833
16,3.76E-10,27.77133942,1.549,0.122069225
7,4.11E-10,27.7146759,1.549,0.442517072
10,3.47E-10,27.58753586,1.549,0.379796237
8,4.41E-10,27.3239994,1.549,4.549882889
10,5.48E-10,27.50178146,1.549,0.929916203
7,7.14E-10,27.57203674,1.549,3.694183588
14,7.57E-10,27.92855644,1.549,3.515456438
9,6.79E-10,28.07290459,1.549,15.25272655
9,6.45E-10,28.18408012,1.549,10.65952778
14,6.67E-10,28.84377861,1.549,6.534035206
6,6.34E-10,28.51275063,1.549,1.495223522
6,4.29E-10,28.37199402,1.549,2.816871166
7,3.47E-10,27.7686367,1.549,10.79369926
7,3.88E-10,28.55010796,1.549,8.5674963
6,4.43E-10,28.54293633,1.549,63.09981155
7,4.05E-10,28.654356,1.549,10.72969437
3,3.21E-10,28.53923035,1.549,16.05490685
6,3.59E-10,28.29882622,1.549,39.32529068
1,3.93E-10,27.91492462,1.549,14.79107952
9,3.82E-10,28.84971619,1.549,26.20312881
6,4.20E-10,28.19992447,1.549,73.46543121
3,4.10E-10,27.99528122,1.549,15.21630955
10,3.70E-10,28.00967216,1.549,76.46631622
7,4.13E-10,28.16080093,1.549,95.05540466
8,4.15E-10,28.23020554,1.549,65.38606262
10,3.87E-10,27.59210014,1.549,44.23345947
7,3.99E-10,28.14948273,1.549,32.05408478
12,3.95E-10,28.15391159,1.549,38.57378387
5,4.13E-10,27.78247452,1.549,80.02411652
3,5.93E-10,27.76281166,1.549,170.6142426
9,7.13E-10,28.22319031,1.549,55.88681412
8,6.87E-10,27.90610504,1.549,33.02078247
7,5.75E-10,27.90588188,1.549,60.54079819
4,4.44E-10,27.85995293,1.549,21.29459381
10,5.83E-10,28.07145309,1.549,22.78804779
9,5.81E-10,26.88087463,1.549,57.0771637
9,4.07E-10,27.42898369,1.549,19.1176815
6,4.10E-10,27.0820694,1.549,75.69309998
8,5.92E-10,28.66140175,1.549,49.09343719
3,6.05E-10,27.21631241,1.549,25.05986404
7,3.67E-10,27.81131744,1.549,32.15303421
8,2.92E-10,27.34131622,1.549,24.90831184
0,3.20E-10,27.04168129,1.549,24.95466042
1,3.39E-10,26.40864182,1.549,43.73245239
3,2.98E-10,27.14528847,1.549,14.20142269
0,2.26E-10,26.42750549,1.549,16.24848557
3,2.30E-10,26.56206703,1.549,11.94983864
3,2.54E-10,26.37149429,1.549,8.203329086
4,2.53E-10,26.29409218,1.549,5.081513882
7,2.20E-10,26.84199142,1.549,5.604084969
6,1.99E-10,26.37606621,1.549,3.387012005
6,2.50E-10,26.77927399,1.549,4.359102249
12,3.38E-10,26.46487808,1.549,1.337924123
5,3.36E-10,26.62406158,1.549,0.469596833
7,2.79E-10,26.32977676,1.549,0.048982766
8,3.01E-10,26.51806068,1.549,0.824690163
8,2.87E-10,26.60767365,1.549,4.536291599
7,2.59E-10,26.54939842,1.549,1.1930691
9,2.47E-10,26.27713776,1.549,4.140081406
8,2.54E-10,26.45544243,1.549,1.311670661
9,2.84E-10,26.70562172,1.549,0.345036775
6,2.56E-10,26.75985527,1.549,3.770936251
8,4.13E-10,27.77605629,1.549,4.959808826
9,4.44E-10,27.83750534,1.549,23.29841042
11,2.71E-10,27.48415184,1.549,3.866243362
0,2.61E-10,27.14588165,1.549,1.128783703
7,3.17E-10,27.68416786,1.549,6.879820347
9,3.43E-10,28.03809738,1.549,11.92740059
12,4.29E-10,27.936203,1.549,10.78413582
15,5.78E-10,27.16133118,1.549,3.829944372
9,5.32E-10,27.96173477,1.549,18.71673012
8,4.28E-10,27.55916405,1.549,32.25713348
10,4.62E-10,28.10422516,1.549,100.551384
10,5.27E-10,28.74788475,1.549,33.53061676
14,4.74E-10,28.18712425,1.549,51.24974823
12,4.05E-10,28.20888329,1.549,23.63593292
13,4.41E-10,28.47564125,1.549,28.812994
8,4.40E-10,27.51082802,1.549,117.7974701
11,4.48E-10,28.28566551,1.549,9.882913589
13,5.23E-10,27.72569847,1.549,69.53388977
8,4.95E-10,28.1190834,1.549,32.89313889
9,4.99E-10,28.47793961,1.549,64.07064819
6,5.01E-10,27.85783386,1.549,23.53551102
11,4.42E-10,28.03936195,1.549,27.03372383
4,5.40E-10,28.02720642,1.549,62.75964355
10,6.13E-10,27.92816544,1.549,12.69141579
10,5.73E-10,27.85368919,1.549,40.71243668
6,4.94E-10,28.22090149,1.549,14.60347843
12,6.28E-10,28.11930084,1.549,18.61318207
6,7.00E-10,28.12636757,1.549,80.27314758
7,5.09E-10,27.14269829,1.549,36.1158371
6,3.91E-10,26.1966629,1.549,83.50173187
6,3.88E-10,27.45016861,1.549,18.89654922
8,4.56E-10,27.19324112,1.549,45.81850433
6,4.72E-10,27.82038498,1.549,21.3990612
7,4.21E-10,27.49292374,1.549,27.31420708
13,3.74E-10,27.33620262,1.549,11.08022881
4,2.76E-10,27.18401146,1.549,9.739637375
7,2.19E-10,27.18910789,1.549,6.609867096
7,2.95E-10,26.64935684,1.549,21.64183998
9,2.84E-10,26.63493919,1.549,5.496237278
6,2.62E-10,26.16215134,1.549,0.84535563
12,2.64E-10,25.87181091,1.549,0.346718371
12,2.72E-10,26.15574265,1.549,0.246292889
5,2.64E-10,25.91329384,1.549,0.050562453
12,2.32E-10,25.82432175,1.549,1.68786025
4,2.47E-10,25.83016777,1.549,0.029167766
4,2.93E-10,26.09269333,1.549,1.536968946
6,3.34E-10,25.89571571,1.549,0.076194555
11,3.62E-10,26.24541283,1.549,0.179162145
11,3.60E-10,26.7183342,1.549,0.262859583
6,3.74E-10,26.79942322,1.549,0.682260394
13,3.89E-10,26.72444725,1.549,1.683998108
7,3.51E-10,26.54646873,1.549,2.47015357
10,3.95E-10,27.36137009,1.549,3.09224987
4,6.02E-10,27.48320007,1.549,5.306497574
6,5.56E-10,27.27066422,1.549,4.365203381
12,3.17E-10,27.83213425,1.549,4.977321625
12,3.52E-10,27.6286602,1.549,11.53711605
10,4.23E-10,27.65188408,1.549,12.03407574
4,4.48E-10,27.72302055,1.549,26.88842583
12,4.38E-10,28.37070465,1.549,37.68322754
8,4.13E-10,28.50758362,1.549,118.0350952
4,5.05E-10,28.88266754,1.549,14.97868156
5,5.19E-10,29.22524452,1.549,23.79061127
8,4.39E-10,27.84280205,1.549,75.198349
2,4.32E-10,28.72543716,1.549,35.41288376
4,4.29E-10,28.56703186,1.549,18.79269028
8,4.04E-10,28.03993225,1.549,44.56672668
9,3.84E-10,28.21520424,1.549,16.28701782
8,4.07E-10,28.42136765,1.549,10.29324532
19,4.40E-10,28.58028221,1.549,22.94438171
7,4.57E-10,27.97966003,1.549,38.02311707
14,4.53E-10,28.54746246,1.549,105.7689133
13,4.23E-10,28.22848892,1.549,21.10294533
11,3.94E-10,28.30680084,1.549,14.48834324
14,5.28E-10,28.5146637,1.549,19.90560722
11,6.33E-10,28.17874908,1.549,27.11317825
17,6.01E-10,28.44312286,1.549,18.35734558
10,7.23E-10,28.40510178,1.549,19.63560867
14,7.99E-10,28.22473526,1.549,35.28156281
18,6.81E-10,28.14501381,1.549,55.82648849
13,5.15E-10,28.1331768,1.549,23.58774376
9,4.26E-10,26.88463402,1.549,54.01079941
10,4.50E-10,27.07363701,1.549,15.80651855
13,4.23E-10,27.54748344,1.549,12.64690685
7,3.14E-10,28.08708763,1.549,53.83184433
11,2.88E-10,28.00843811,1.549,11.38740253
7,3.01E-10,27.89288712,1.549,7.779938698
20,2.57E-10,28.22327805,1.549,8.100631714
5,2.53E-10,27.62003708,1.549,3.204643965
23,2.63E-10,28.30308151,1.549,5.088634014
9,2.42E-10,27.70659828,1.549,3.843046188
13,3.06E-10,27.61854172,1.549,4.844741821
8,3.19E-10,27.59490013,1.549,0.059420209
16,2.61E-10,27.0413456,1.549,0.045697838
15,2.78E-10,26.08777237,1.549,0.09562619
16,3.16E-10,26.35445595,1.549,0.263915062
20,3.08E-10,27.07017136,1.549,0.00791084
13,2.77E-10,26.64022636,1.549,1.451579928
13,3.87E-10,27.28010178,1.549,0.323361963
14,4.42E-10,27.53543854,1.549,0.310600698
14,5.05E-10,27.52973175,1.549,1.630474091
9,5.49E-10,27.06386375,1.549,2.571150303
7,4.37E-10,27.2986393,1.549,1.558125854
9,4.29E-10,27.43440247,1.549,8.386953354
15,4.58E-10,27.88611221,1.549,5.086019993
13,5.12E-10,28.28658867,1.549,2.64005518
8,6.21E-10,28.34696579,1.549,3.01067996
10,6.64E-10,27.99812889,1.549,19.09303665
11,4.68E-10,27.9779129,1.549,1.237571239
17,3.40E-10,27.71445084,1.549,6.92377758
12,4.90E-10,27.92048645,1.549,7.967356205
9,4.94E-10,28.466259,1.549,8.207858086
9,4.20E-10,27.741642,1.549,18.58724785
6,4.62E-10,28.20464897,1.549,63.41440964
5,5.21E-10,28.84908867,1.549,17.69559097
5,5.27E-10,28.20924377,1.549,94.72360229
10,4.45E-10,28.16480637,1.549,37.27013779
13,4.03E-10,27.89158249,1.549,13.88250065
15,3.98E-10,28.50158501,1.549,13.38517284
17,4.07E-10,28.26165581,1.549,16.63932037
17,4.37E-10,28.40420341,1.549,130.089035
11,4.36E-10,28.28069878,1.549,43.56177139
15,4.77E-10,28.41304016,1.549,36.27769089
15,4.52E-10,28.23307037,1.549,11.0377655
9,3.97E-10,28.26853561,1.549,35.63984299
7,4.51E-10,28.49725723,1.549,39.00416183
11,4.86E-10,28.33463287,1.549,37.65784836
8,4.47E-10,27.576828,1.549,56.66959
10,4.57E-10,27.91928482,1.549,16.4029808
12,5.82E-10,28.31266785,1.549,51.47192764
12,8.13E-10,28.57546043,1.549,15.22145939
14,7.66E-10,27.84555817,1.549,22.58609962
10,7.16E-10,28.10654068,1.549,16.11826706
11,7.14E-10,27.62535095,1.549,24.91309357
17,5.81E-10,28.08913994,1.549,15.48042297
21,4.70E-10,28.11969376,1.549,11.73740768
9,3.64E-10,27.06100845,1.549,13.20566463
5,3.78E-10,28.12486839,1.549,26.00265312
7,3.34E-10,27.87585831,1.549,5.426478386
7,2.67E-10,27.70033836,1.549,6.185028553
11,2.53E-10,27.53297424,1.549,6.967861652
8,2.76E-10,27.55696678,1.549,3.702368021
14,2.76E-10,27.40666199,1.549,0.798431218
11,2.67E-10,27.17116356,1.549,0.975591183
16,2.65E-10,27.73376846,1.549,0.168390483
11,2.75E-10,27.22101593,1.549,2.564365625
14,3.16E-10,26.9565506,1.549,0.040769704
10,3.49E-10,27.16039467,1.549,0.328617066
16,3.40E-10,27.24429703,1.549,0.085539192
20,3.20E-10,27.04960632,1.549,0.25006783
15,4.47E-10,27.33451462,1.549,1.207172275
14,5.47E-10,27.05649567,1.549,0.025992379
14,4.75E-10,26.93699265,1.549,0.866114438
13,5.72E-10,27.03469658,1.549,1.373406887
11,6.01E-10,26.98873329,1.549,0.76268518
9,5.83E-10,27.84585953,1.549,0.937005281
22,6.78E-10,27.74091721,1.549,2.730044603
18,6.28E-10,27.56853294,1.549,1.062090874
9,5.53E-10,28.4063797,1.549,18.07385063
14,5.23E-10,27.81211472,1.549,1.768614173
21,5.32E-10,27.85378075,1.549,8.577060699
13,7.20E-10,28.606287,1.549,7.829413891
24,6.78E-10,28.53131485,1.549,4.196476936
12,4.50E-10,28.71435356,1.549,5.280334473
23,4.21E-10,28.5883522,1.549,12.86632633
21,4.30E-10,28.7646904,1.549,7.869325161
16,4.25E-10,29.07070732,1.549,38.67622757
15,3.77E-10,28.38634682,1.549,75.68408966
22,4.14E-10,28.38936806,1.549,27.58953857
24,4.71E-10,28.40309715,1.549,11.98368073
22,4.49E-10,28.588871,1.549,14.80413818
25,4.01E-10,28.51254082,1.549,56.21718597
21,4.46E-10,28.99433136,1.549,6.96718359
17,4.84E-10,29.45801163,1.549,35.69750595
17,4.76E-10,29.07045937,1.549,33.78259277
23,5.14E-10,28.62293625,1.549,62.89685059
15,4.70E-10,28.98296928,1.549,22.80975151
18,4.19E-10,28.22253799,1.549,74.3615036
23,4.72E-10,28.10970497,1.549,28.49517632
24,5.35E-10,28.95069504,1.549,12.0429039
17,6.18E-10,28.5771122,1.549,50.05572128
21,5.44E-10,28.14296913,1.549,27.19484138
25,4.47E-10,28.11928749,1.549,58.2447052
18,7.29E-10,28.69538498,1.549,14.0138216
12,6.93E-10,27.28821182,1.549,50.11899185
15,5.99E-10,27.93162155,1.549,16.62295151
23,7.00E-10,27.87723923,1.549,26.38374138
20,5.26E-10,27.56400299,1.549,104.9099884
14,3.94E-10,28.12348938,1.549,31.44456291
18,3.51E-10,27.53638458,1.549,24.69201851
12,3.24E-10,28.10136986,1.549,16.50266647
13,2.88E-10,28.1055851,1.549,16.85943031
13,2.80E-10,27.32775688,1.549,14.05649185
12,2.90E-10,27.05454636,1.549,12.02671909
15,3.00E-10,27.26269341,1.549,6.437393665
16,2.98E-10,27.7818718,1.549,0.444800556
7,2.50E-10,27.52548027,1.549,0.072868854
8,2.10E-10,26.48788261,1.549,0.009423444
6,2.48E-10,26.67187881,1.549,0.629746258
4,3.38E-10,26.82401276,1.549,0.576102555
10,3.30E-10,27.02913475,1.549,1.020485401
8,3.08E-10,27.5463028,1.549,0.681340337
6,3.72E-10,26.92523003,1.549,2.73283577
7,3.38E-10,27.64580727,1.549,1.916922331
9,2.86E-10,28.02955246,1.549,0.131005913
13,2.69E-10,27.61478424,1.549,0.08872769
8,3.07E-10,27.20345497,1.549,0.031958953
13,3.95E-10,26.59151268,1.549,1.653410912
7,4.95E-10,27.35995865,1.549,0.709288597
11,4.96E-10,27.39260292,1.549,2.765897274
12,4.67E-10,27.88484192,1.549,1.500897169
12,6.11E-10,27.72574234,1.549,6.578186512
16,6.03E-10,27.7098465,1.549,5.444261551
19,6.02E-10,28.70430946,1.549,102.1963959
13,6.92E-10,28.52630997,1.549,6.361157417
13,5.92E-10,28.30062675,1.549,7.536333084
12,4.39E-10,27.52709389,1.549,11.75699615
11,3.51E-10,27.62655449,1.549,9.965862274
8,4.17E-10,28.40414238,1.549,39.33227921
11,4.83E-10,28.15236855,1.549,37.26719284
19,3.98E-10,28.61567307,1.549,60.18435669
8,3.57E-10,28.47573662,1.549,12.30021191
17,3.67E-10,28.14749908,1.549,6.816056252
24,3.38E-10,27.64108658,1.549,27.07942963
16,3.61E-10,27.71468925,1.549,16.43682289
9,3.94E-10,28.10149193,1.549,106.1698608
10,4.09E-10,28.38541794,1.549,13.13945198
8,4.41E-10,28.70621109,1.549,52.15419006
9,5.04E-10,28.41683388,1.549,39.74132538
8,5.07E-10,28.09888458,1.549,82.40996552
8,4.60E-10,28.50008965,1.549,54.3543663
4,6.11E-10,29.02514076,1.549,61.57886124
7,5.96E-10,28.65461349,1.549,42.73779678
8,5.36E-10,28.90215874,1.549,16.75979042
6,7.66E-10,28.3139019,1.549,62.7647934
10,8.20E-10,28.49733925,1.549,44.84334564
4,7.72E-10,28.72899437,1.549,34.22474289
3,6.85E-10,27.93538475,1.549,77.03574371
3,6.43E-10,28.71447563,1.549,15.84790134
2,7.19E-10,28.5861721,1.549,13.81040287
4,5.35E-10,28.04992485,1.549,15.93287373
3,4.25E-10,28.19408607,1.549,35.24146652
4,4.68E-10,27.40657043,1.549,21.93197823
7,3.51E-10,28.09120178,1.549,9.190535545
12,4.14E-10,28.34860611,1.549,8.377872467
14,5.16E-10,28.26388359,1.549,3.985609293
14,5.81E-10,28.22474289,1.549,10.10656357
11,5.07E-10,28.06266785,1.549,0.977243185
8,3.47E-10,27.63838196,1.549,0.597875535
19,3.71E-10,27.41267395,1.549,2.662077188
11,3.90E-10,27.34950829,1.549,0.692587793
12,4.03E-10,27.26477814,1.549,0.113892876
9,4.65E-10,27.63856125,1.549,0.07244014
11,5.58E-10,27.81829643,1.549,0.032500748
7,5.20E-10,27.80265427,1.549,0.072144389
11,4.59E-10,27.76927757,1.549,0.192613035
5,4.73E-10,27.79224396,1.549,0.328492761
14,5.09E-10,27.82884789,1.549,0.149343327
9,4.84E-10,27.67637634,1.549,0.374265611
18,6.28E-10,27.78112221,1.549,0.329617649
16,7.86E-10,28.50793839,1.549,1.201206803
10,7.73E-10,28.33697319,1.549,1.226063132
4,6.20E-10,28.35545921,1.549,1.214994669
8,4.45E-10,28.16894913,1.549,1.199640036
13,5.29E-10,28.25345993,1.549,12.28890038
13,6.71E-10,28.43104553,1.549,16.82232475
12,6.67E-10,28.62835503,1.549,25.46780396
8,5.34E-10,28.56321716,1.549,16.5736599
12,4.72E-10,28.93352318,1.549,10.76739883
8,5.18E-10,28.68613052,1.549,14.84441757
7,5.78E-10,28.21391869,1.549,30.96820259
7,5.91E-10,28.84110641,1.549,33.74838257
10,5.25E-10,28.54051208,1.549,71.67889404
4,4.65E-10,28.16933632,1.549,32.41162872
8,4.50E-10,28.35468674,1.549,10.60756969
7,4.03E-10,28.35577202,1.549,22.61056137
7,3.82E-10,28.203228,1.549,30.07433701
11,4.30E-10,28.00333023,1.549,28.27042198
11,4.62E-10,28.2106266,1.549,26.56656075
5,4.34E-10,28.1029644,1.549,49.32885742
8,4.56E-10,28.43714905,1.549,48.56888962
10,4.84E-10,28.6552639,1.549,9.409863472
7,4.70E-10,28.25187683,1.549,55.36741638
11,5.42E-10,28.08791161,1.549,88.24951935
7,5.25E-10,28.0588932,1.549,59.38576126
14,4.87E-10,28.13716125,1.549,95.0881424
10,6.49E-10,28.25904465,1.549,48.24739075
3,6.26E-10,28.36054993,1.549,17.68308449
7,4.87E-10,27.67013931,1.549,22.27527046
8,4.77E-10,27.54344749,1.549,171.3105774
10,5.52E-10,27.59521294,1.549,38.73563385
7,5.08E-10,27.68545914,1.549,20.19326401
6,4.15E-10,27.80027008,1.549,14.40631294
3,4.75E-10,28.1224308,1.549,13.36641312
16,4.57E-10,27.76377487,1.549,15.14899349
10,4.13E-10,27.42667007,1.549,23.40308571
12,3.69E-10,27.65616608,1.549,27.6498661
7,3.34E-10,27.9254303,1.549,28.54667473
5,3.09E-10,27.76882362,1.549,5.236974716
6,2.61E-10,26.8407402,1.549,2.308347464
9,2.26E-10,26.64969254,1.549,1.618429542
19,2.64E-10,26.50567017,1.549,0.976
13,2.48E-10,26.01088867,1.549,3.44
10,2.08E-10,25.79192505,1.549,0.523
12,3.07E-10,26.27453003,1.549,0.508
12,3.18E-10,26.99520264,1.549,0.477
11,2.89E-10,27.18410645,1.549,0.107
8,3.28E-10,26.57467041,1.549,1.21
